1.853996033,1.852435798,1.85430808,1.862670939,1.844260166,1.849689784,1.850688334,1.851686885,1.839267414,1.845196307,1.837457542,1.842263066,1.837519951,1.839329824,1.847443046,1.835834897
1.853996033,1.852498207,1.85424567,1.862670939,1.844447395,1.849564965,1.850688334,1.851686885,1.839267414,1.845196307,1.837457542,1.842387884,1.837519951,1.839267414,1.847443046,1.836022126
1.853996033,1.852560616,1.85424567,1.86260853,1.844634623,1.849752193,1.850688334,1.851686885,1.839267414,1.845196307,1.837457542,1.842450294,1.837457542,1.839267414,1.847380636,1.835897307
1.853996033,1.852560616,1.85424567,1.862670939,1.844572213,1.850001831,1.850688334,1.851686885,1.839267414,1.845196307,1.837457542,1.842512703,1.837457542,1.839267414,1.847318227,1.835772488
1.853996033,1.852435798,1.85424567,1.862795758,1.844509804,1.850001831,1.850688334,1.851686885,1.839267414,1.845196307,1.837457542,1.842699931,1.837457542,1.839267414,1.847380636,1.835834897
1.853996033,1.852435798,1.85424567,1.862795758,1.843823301,1.849128099,1.850688334,1.851686885,1.839267414,1.845196307,1.837457542,1.843011978,1.837457542,1.839329824,1.847380636,1.835710079
1.854058442,1.852498207,1.85430808,1.862858167,1.843636072,1.849190509,1.850688334,1.851686885,1.839267414,1.845196307,1.837457542,1.843261616,1.837457542,1.839392233,1.847380636,1.835647669
1.854058442,1.852373388,1.85430808,1.862733349,1.843324025,1.849190509,1.850750744,1.851749294,1.839329824,1.845258717,1.837519951,1.843760891,1.837519951,1.839454643,1.847443046,1.83558526
1.854058442,1.852435798,1.85430808,1.862795758,1.842013428,1.849252918,1.850750744,1.851686885,1.839329824,1.845258717,1.837519951,1.844197757,1.837519951,1.839454643,1.847443046,1.835460441
1.854058442,1.852435798,1.85430808,1.862795758,1.842200656,1.849440146,1.850750744,1.851749294,1.839329824,1.845258717,1.837519951,1.844322576,1.837519951,1.839454643,1.847443046,1.835335622
1.854058442,1.852435798,1.854370489,1.862858167,1.842263066,1.849564965,1.850750744,1.851749294,1.839329824,1.845258717,1.837519951,1.844634623,1.837519951,1.839454643,1.847443046,1.835148394
1.854058442,1.852373388,1.854370489,1.862858167,1.842387884,1.849502556,1.850813153,1.851811704,1.839329824,1.845258717,1.837519951,1.844447395,1.837582361,1.839454643,1.847443046,1.835148394
1.854058442,1.852373388,1.854370489,1.862858167,1.842512703,1.849377737,1.850813153,1.851811704,1.839329824,1.845258717,1.837582361,1.844384985,1.837582361,1.839454643,1.847443046,1.835148394
1.854058442,1.852373388,1.854370489,1.862858167,1.842637522,1.849502556,1.850813153,1.851811704,1.839329824,1.845258717,1.837582361,1.844010529,1.837582361,1.839454643,1.847443046,1.835148394
1.854058442,1.852373388,1.854370489,1.862858167,1.842637522,1.849315328,1.850813153,1.851811704,1.839329824,1.845258717,1.837582361,1.84388571,1.837582361,1.839454643,1.847443046,1.835273213
1.854058442,1.852373388,1.854370489,1.862858167,1.842699931,1.849315328,1.850813153,1.851811704,1.839329824,1.845258717,1.837582361,1.843698482,1.837582361,1.839454643,1.847443046,1.835335622
1.854058442,1.852373388,1.854370489,1.862858167,1.842762341,1.849252918,1.850813153,1.851811704,1.839329824,1.845258717,1.837582361,1.843511254,1.837582361,1.839454643,1.847443046,1.835460441
1.854058442,1.852373388,1.854370489,1.862858167,1.84282475,1.849252918,1.850813153,1.851811704,1.839329824,1.845258717,1.837582361,1.843324025,1.837582361,1.839454643,1.847443046,1.835460441
1.854058442,1.852373388,1.854370489,1.862858167,1.84288716,1.849252918,1.850813153,1.851811704,1.839329824,1.845258717,1.837582361,1.843199207,1.837582361,1.839454643,1.847443046,1.83558526
1.854058442,1.852373388,1.854370489,1.862858167,1.842949569,1.849190509,1.850813153,1.851749294,1.839329824,1.845258717,1.837582361,1.843074388,1.837582361,1.839454643,1.847443046,1.83558526
1.854058442,1.852373388,1.854370489,1.862858167,1.843011978,1.849190509,1.850813153,1.851749294,1.839329824,1.845258717,1.837582361,1.842949569,1.837582361,1.839454643,1.847443046,1.835647669
1.854058442,1.852373388,1.854370489,1.862858167,1.843074388,1.849190509,1.850813153,1.851749294,1.839329824,1.845258717,1.837582361,1.84288716,1.837582361,1.839454643,1.847443046,1.835647669
1.854058442,1.852373388,1.854370489,1.862858167,1.843136797,1.849252918,1.850813153,1.851749294,1.839329824,1.845258717,1.837582361,1.84282475,1.837582361,1.839454643,1.847443046,1.835710079
1.854058442,1.852373388,1.854370489,1.862858167,1.843136797,1.849252918,1.850813153,1.851749294,1.839329824,1.845258717,1.837582361,1.842762341,1.837582361,1.839454643,1.847443046,1.835710079
